# Ts (uS), Vi, Vo
33133742,0.01,0.52
33134496,0.01,0.23
33135249,0.01,0.11
33136004,0.01,0.06
33136756,0.01,0.03
33137509,0.01,0.03
33138260,0.01,0.02
33139011,0.01,0.02
33139761,0.01,0.01
33140513,0.01,0.01
33141264,0.01,0.01
33142016,0.01,0.01
33142766,0.01,0.01
33143520,0.01,0.01
33144272,0.01,0.02
33145023,0.01,0.02
33145776,0.01,0.01
33146528,0.01,0.01
33147281,0.01,0.02
33148034,0.01,0.02
33148788,0.01,0.01
33149541,0.01,0.01
33150293,0.01,0.02
33151047,0.02,0.01
33151797,0.01,0.01
33152553,0.01,0.01
33153307,0.01,0.01
33154059,0.01,0.01
33154810,0.01,0.01
33155564,0.01,0.01
33156314,0.01,0.01
33157069,0.01,0.01
33157821,0.01,0.02
33158574,0.01,0.01
33159326,3.29,0.43
33160080,3.29,0.65
33160831,3.30,0.75
33161584,3.29,0.79
33162337,3.29,0.82
33163088,3.30,0.82
33163842,3.30,0.83
33164592,3.29,0.82
33165343,3.30,0.84
33166095,3.30,0.83
33166849,3.30,0.83
33167600,3.29,0.83
33168352,3.30,0.83
33169103,3.29,0.83
33169856,3.30,0.83
33170607,3.30,0.83
33171358,3.29,0.83
33172110,3.29,0.83
33172860,3.29,0.83
33173611,3.29,0.83
33174362,3.30,0.83
33175112,3.29,0.83
33175865,3.29,0.83
33176619,3.30,0.83
33177372,3.30,0.83
33178123,3.30,0.83
33178875,3.30,0.83
33179625,3.30,0.83
33180375,3.30,0.83
33181127,3.29,0.83
33181881,3.29,0.83
33182635,3.29,0.83
33183388,3.30,0.83
33184139,0.01,0.53
33184892,0.01,0.24
33185644,0.02,0.11
33186395,0.01,0.05
33187147,0.01,0.03
33187900,0.01,0.03
33188652,0.01,0.02
33189406,0.01,0.02
33190157,0.01,0.02
33190907,0.01,0.02
33191658,0.01,0.01
33192409,0.01,0.01
33193162,0.01,0.01
33193912,0.01,0.01
33194663,0.01,0.01
33195416,0.01,0.01
33196167,0.01,0.01
33196919,0.01,0.01
33197670,0.01,0.01
33198424,0.01,0.01
33199177,0.01,0.01
33199929,0.01,0.01
33200682,0.01,0.01
33201433,0.01,0.01
33202184,0.01,0.01
33202934,0.01,0.01
33203688,0.01,0.01
33204439,0.01,0.01
33205190,0.01,0.01
33205941,0.01,0.01
33206695,0.01,0.01
33207447,0.01,0.01
33208197,0.01,0.01
33208951,0.01,0.01
33209704,3.29,0.40
33210457,3.30,0.65
33211207,3.30,0.75
33211961,3.29,0.79
33212712,3.29,0.81
33213462,3.30,0.82
33214213,3.29,0.83
33214966,3.29,0.83
33215716,3.30,0.83
33216469,3.30,0.83
33217222,3.30,0.83
33217972,3.29,0.84
33218725,3.29,0.83
33219475,3.30,0.83
33220229,3.29,0.83
33220983,3.29,0.83
33221735,3.30,0.83
33222489,3.29,0.83
33223243,3.30,0.83
33223993,3.29,0.82
33224746,3.29,0.83
33225496,3.29,0.83
33226249,3.29,0.84
33227004,3.29,0.83
33227757,3.29,0.83
33228509,3.30,0.83
33229261,3.29,0.84
33230014,3.30,0.83
33230767,3.29,0.83
33231519,3.29,0.83
33232273,3.29,0.84
33233027,3.29,0.82
33233778,3.30,0.83
33234529,0.01,0.55
33235279,0.01,0.23
33236030,0.01,0.11
33236784,0.01,0.06
33237534,0.02,0.03
33238287,0.01,0.03
33239038,0.01,0.02
33239789,0.01,0.01
33240543,0.01,0.02
33241293,0.01,0.02
33242045,0.01,0.01
33242799,0.01,0.02
33243553,0.01,0.01
33244304,0.01,0.01
33245055,0.01,0.02
33245805,0.01,0.01
33246564,0.01,0.02
33247315,0.01,0.01
33248067,0.01,0.01
33248819,0.01,0.01
33249572,0.01,0.01
33250327,0.01,0.01
33251077,0.01,0.01
33251830,0.01,0.02
33252583,0.01,0.01
33253336,0.01,0.01
33254089,0.01,0.01
33254840,0.01,0.01
33255594,0.01,0.01
33256344,0.02,0.01
33257094,0.01,0.01
33257846,0.01,0.01
33258598,0.02,0.01
33259351,0.01,0.01
33260103,3.29,0.40
33260856,3.29,0.65
33261608,3.29,0.75
33262358,3.30,0.79
33263110,3.29,0.81
33263862,3.29,0.83
33264615,3.30,0.83
33265366,3.29,0.83
33266118,3.29,0.83
33266871,3.29,0.83
33267625,3.29,0.83
33268378,3.29,0.83
33269128,3.29,0.83
33269882,3.30,0.83
33270632,3.29,0.83
33271382,3.29,0.83
33272133,3.29,0.83
33272883,3.30,0.83
33273637,3.29,0.83
33274391,3.30,0.83
33275144,3.30,0.83
33275894,3.29,0.83
33276647,3.30,0.83
33277401,3.30,0.83
33278154,3.29,0.83
33278905,3.29,0.83
33279658,3.30,0.83
33280412,3.29,0.83
33281165,3.30,0.83
33281916,3.29,0.83
33282670,3.30,0.83
33283421,3.29,0.84
33284171,3.29,0.83
33284923,0.02,0.55
33285673,0.02,0.24
33286424,0.01,0.11
33287176,0.01,0.05
33287931,0.01,0.04
33288682,0.01,0.02
33289434,0.01,0.02
33290187,0.01,0.02
33290941,0.01,0.02
33291695,0.01,0.01
33292447,0.01,0.01
33293201,0.01,0.01
33293953,0.01,0.01
33294706,0.01,0.02
33295457,0.01,0.01
33296208,0.01,0.01
33296961,0.01,0.01
33297715,0.01,0.01
33298466,0.01,0.01
33299219,0.01,0.01
33299973,0.01,0.01
33300723,0.01,0.01
33301473,0.01,0.02
33302267,0.01,0.01
33303021,0.01,0.01
33303773,0.01,0.01
33304523,0.01,0.01
33305273,0.01,0.02
33306023,0.01,0.01
33306776,0.01,0.01
33307529,0.01,0.01
33308282,0.01,0.01
33309032,0.01,0.01
33309787,0.01,0.01
33310541,3.29,0.40
33311292,3.30,0.65
33312046,3.30,0.74
33312797,3.29,0.80
33313550,3.30,0.81
33314303,3.30,0.83
33315057,3.29,0.82
33315808,3.29,0.83
33316561,3.29,0.83
33317314,3.30,0.83
33318069,3.30,0.83
33318823,3.29,0.83
33319575,3.29,0.83
33320325,3.29,0.83
33321079,3.29,0.83
33321830,3.30,0.83
33322583,3.30,0.84
33323667,3.29,0.83
33324418,3.30,0.83
33325169,3.30,0.83
33325920,3.29,0.83
33326673,3.29,0.83
33327427,3.29,0.83
33328177,3.29,0.83
33328927,3.30,0.83
33329677,3.30,0.83
33330427,3.29,0.83
33331179,3.29,0.84
33331930,3.29,0.83
33332684,3.29,0.83
33333434,3.30,0.84
33334188,3.29,0.84
33334939,3.29,0.83
33335689,0.02,0.46
33336442,0.01,0.20
33337196,0.01,0.10
33337950,0.01,0.05
33338704,0.01,0.04
33339458,0.01,0.02
33340210,0.01,0.02
33340960,0.02,0.02
33341714,0.01,0.01
33342465,0.01,0.02
33343217,0.01,0.01
33343971,0.02,0.01
33344723,0.01,0.01
33345477,0.01,0.01
33346228,0.01,0.01
33346981,0.01,0.01
33347731,0.01,0.01
33348483,0.01,0.01
33349233,0.01,0.02
33349986,0.01,0.01
33350736,0.01,0.01
33351486,0.01,0.01
33352238,0.01,0.01
33352991,0.01,0.01
33353744,0.01,0.01
33354496,0.01,0.01
33355249,0.01,0.01
33356004,0.01,0.01
33356755,0.01,0.01
33357506,0.01,0.01
33358256,0.01,0.01
33359007,0.01,0.01
33359760,0.01,0.01
33360513,3.29,0.30
33361267,3.30,0.62
33362020,3.30,0.73
33362771,3.30,0.78
33363521,3.30,0.81
33364273,3.29,0.82
33365023,3.30,0.83
33365776,3.29,0.83
33366526,3.29,0.83
33367280,3.29,0.83
33368030,3.29,0.83
33368781,3.29,0.83
33369533,3.29,0.83
33370287,3.29,0.84
33371040,3.29,0.83
33371790,3.29,0.83
33372540,3.29,0.83
33373290,3.29,0.84
33374041,3.29,0.83
33374792,3.30,0.83
33375544,3.30,0.83
33376297,3.30,0.84
33377048,3.30,0.83
33377802,3.30,0.83
33378555,3.30,0.83
33379308,3.30,0.83
33380059,3.29,0.83
33380811,3.29,0.84
33381566,3.30,0.83
33382319,3.30,0.84
33383073,3.29,0.83
33383823,3.30,0.83
33384580,3.29,0.84
33385330,3.30,0.83
33386081,0.02,0.47
33386834,0.01,0.20
33387588,0.01,0.10
33388338,0.01,0.05
33389089,0.01,0.03
33389842,0.01,0.02
33390595,0.01,0.02
33391348,0.01,0.02
33392100,0.01,0.01
33392852,0.01,0.02
33393606,0.01,0.02
33394356,0.01,0.02
33395109,0.01,0.01
33395861,0.01,0.01
33396611,0.01,0.01
33397365,0.01,0.01
33398119,0.01,0.01
33398874,0.01,0.02
33399626,0.01,0.01
33400378,0.01,0.01
33401128,0.01,0.01
33401879,0.01,0.01
33402629,0.01,0.01
33403382,0.01,0.01
33404134,0.01,0.01
33404885,0.01,0.01
33405639,0.01,0.01
33406390,0.01,0.01
33407140,0.01,0.01
33407893,0.01,0.01
33408643,0.01,0.01
33409395,0.02,0.01
33410145,0.01,0.01
33410899,3.29,0.26
33411651,3.29,0.59
33412401,3.30,0.72
33413152,3.30,0.78
33413902,3.29,0.81
33414657,3.30,0.82
33415409,3.30,0.82
33416162,3.30,0.83
33416913,3.30,0.83
33417668,3.30,0.83
33418420,3.29,0.83
33419172,3.30,0.83
33419923,3.30,0.83
33420674,3.29,0.83
33421426,3.29,0.83
33422179,3.29,0.83
33422929,3.30,0.83
33423679,3.29,0.83
33424433,3.29,0.83
33425185,3.30,0.83
33425937,3.29,0.83
33426688,3.29,0.83
33427442,3.30,0.83
33428192,3.30,0.83
33428944,3.29,0.83
33429697,3.29,0.83
33430448,3.29,0.83
33431199,3.30,0.83
33431951,3.30,0.83
33432703,3.29,0.83
33433453,3.29,0.83
33434207,3.30,0.84
33434960,3.30,0.83
33435714,3.29,0.83
33436466,0.01,0.44
33437219,0.01,0.20
33437972,0.01,0.09
33438724,0.01,0.05
33439477,0.01,0.03
33440231,0.01,0.02
33440985,0.01,0.02
33441739,0.01,0.02
33442491,0.01,0.01
33443244,0.01,0.02
33443996,0.02,0.01
33444747,0.01,0.02
33445499,0.01,0.01
33446254,0.01,0.01
33447004,0.01,0.01
33447757,0.01,0.01
33448509,0.01,0.01
33449259,0.01,0.01
33450010,0.01,0.02
33450763,0.01,0.02
33451516,0.01,0.01
33452269,0.01,0.01
33453019,0.01,0.01
33453771,0.01,0.01
33454521,0.01,0.01
33455275,0.01,0.01
33456030,0.01,0.01
33456781,0.01,0.01
33457534,0.01,0.01
33458737,0.01,0.01
33459488,0.01,0.01
33460240,0.01,0.01
33460994,0.01,0.01
33461746,3.30,0.42
33462498,3.30,0.65
33463252,3.30,0.76
33464006,3.30,0.78
33464759,3.29,0.81
33465513,3.30,0.82
33466267,3.29,0.83
33467021,3.30,0.83
33467771,3.30,0.83
33468524,3.30,0.83
33469276,3.30,0.84
33470028,3.29,0.83
33470782,3.30,0.83
33471532,3.30,0.83
33472284,3.29,0.83
33473036,3.30,0.83
33473788,3.30,0.83
33474540,3.29,0.83
33475293,3.30,0.84
33476047,3.30,0.83
33476798,3.29,0.83
33477550,3.30,0.83
33478304,3.30,0.84
33479054,3.30,0.83
33479809,3.30,0.83
33480560,3.29,0.83
33481314,3.30,0.84
33482069,3.30,0.83
33482819,3.30,0.83
33483572,3.30,0.83
33484326,3.30,0.83
33485080,3.30,0.83
33485830,3.29,0.83
33486588,0.01,0.52
33487339,0.01,0.22
33488091,0.01,0.11
33488843,0.01,0.05
33489596,0.01,0.04
33490347,0.01,0.03
33491101,0.01,0.02
33491853,0.01,0.02
33492606,0.01,0.02
33493357,0.01,0.01
33494111,0.01,0.02
33494866,0.01,0.01
33495619,0.01,0.01
33496369,0.01,0.01
33497120,0.01,0.01
33497872,0.01,0.02
33498624,0.01,0.02
33499378,0.01,0.01
33500129,0.01,0.01
33500880,0.01,0.01
33501631,0.01,0.01
33502384,0.01,0.01
33503135,0.01,0.01
33503889,0.01,0.01
33504642,0.02,0.01
33505392,0.01,0.01
33506142,0.01,0.01
33506895,0.01,0.01
33507648,0.01,0.01
33508398,0.01,0.01
33509149,0.01,0.01
33509902,0.02,0.01
33510656,0.01,0.01
33511406,0.01,0.01
33512157,3.29,0.40
33512907,3.29,0.65
33513657,3.29,0.75
33514407,3.30,0.79
33515159,3.30,0.82
33515913,3.30,0.82
33516667,3.30,0.82
33517417,3.30,0.83
33518171,3.30,0.83
33518923,3.29,0.83
33519673,3.29,0.83
33520423,3.29,0.83
33521174,3.29,0.84
33521925,3.30,0.83
33522676,3.29,0.83
33523427,3.29,0.83
33524179,3.29,0.83
33524929,3.29,0.83
33525679,3.29,0.84
33526432,3.29,0.84
33527186,3.29,0.83
33527938,3.29,0.83
33528690,3.30,0.83
33529442,3.29,0.83
33530194,3.30,0.83
33530946,3.30,0.83
33531700,3.29,0.83
33532452,3.30,0.83
33533202,3.30,0.83
33533954,3.29,0.83
33534704,3.29,0.83
33535455,3.30,0.83
33536210,3.29,0.83
33536963,0.02,0.56
33537715,0.02,0.25
33538465,0.01,0.11
33539218,0.01,0.06
33539968,0.01,0.04
33540722,0.01,0.02
33541476,0.02,0.02
33542229,0.01,0.02
33542983,0.01,0.02
33543734,0.01,0.02
33544487,0.01,0.02
33545240,0.01,0.01
33545993,0.01,0.01
33546745,0.01,0.01
33547498,0.01,0.01
33548251,0.01,0.01
33549001,0.01,0.01
33549751,0.01,0.01
33550503,0.01,0.01
33551257,0.01,0.01
33552007,0.01,0.01
33552760,0.01,0.01
33553514,0.01,0.01
33554268,0.01,0.01
33555018,0.01,0.01
33555772,0.01,0.01
33556525,0.01,0.01
33557280,0.01,0.01
33558033,0.01,0.01
33558785,0.01,0.01
33559535,0.01,0.01
33560289,0.01,0.01
33561041,0.01,0.01
33561791,0.01,0.01
33562543,3.29,0.40
33563293,3.29,0.65
33564046,3.29,0.75
33564797,3.29,0.79
33565551,3.30,0.81
33566304,3.30,0.83
33567054,3.29,0.83
33567804,3.29,0.83
33568556,3.30,0.83
33569306,3.30,0.84
33570060,3.29,0.83
33570810,3.30,0.83
33571562,3.30,0.83
33572313,3.30,0.84
33573064,3.29,0.83
33573816,3.30,0.83
33574566,3.30,0.83
33575316,3.30,0.83
33576070,3.29,0.83
33576822,3.30,0.83
33577575,3.29,0.83
33578328,3.30,0.84
33579081,3.30,0.83
33579833,3.30,0.83
33580586,3.29,0.83
33581338,3.30,0.84
33582093,3.30,0.83
33582843,3.30,0.83
33583596,3.30,0.83
33584350,3.30,0.83
33585104,3.30,0.83
33585854,3.29,0.83
33586612,3.29,0.84
33587366,0.02,0.51
33588120,0.01,0.23
33588871,0.01,0.11
33589623,0.01,0.06
33590373,0.01,0.04
33591126,0.01,0.03
33591880,0.01,0.02
33592630,0.01,0.02
33593383,0.01,0.02
33594137,0.01,0.01
33594891,0.01,0.01
33595643,0.01,0.00
33596395,0.01,0.01
33597147,0.01,0.01
33597899,0.01,0.01
33598652,0.01,0.02
33599404,0.01,0.01
33600158,0.01,0.01
33600912,0.01,0.01
33601666,0.02,0.01
33602420,0.01,0.01
33603170,0.01,0.01
33603920,0.01,0.01
33604674,0.01,0.01
33605425,0.01,0.01
33606178,0.02,0.01
33606932,0.01,0.01
33607683,0.01,0.01
33608434,0.01,0.01
33609187,0.01,0.01
33609940,0.01,0.01
33610690,0.01,0.01
33611444,0.01,0.01
33612197,0.02,0.01
33612950,3.30,0.40
33613702,3.29,0.65
33614455,3.30,0.75
33615207,3.30,0.79
33615959,3.29,0.81
33616711,3.29,0.82
33617463,3.30,0.82
33618214,3.29,0.83
33618964,3.30,0.83
33619719,3.30,0.83
33620469,3.29,0.83
33621219,3.30,0.83
33621970,3.30,0.83
33622722,3.29,0.84
33623472,3.30,0.83
33624226,3.29,0.83
33624978,3.29,0.83
33625731,3.29,0.83
33626481,3.30,0.83
33627235,3.29,0.83
33627989,3.30,0.84
33628743,3.29,0.83
33629495,3.30,0.83
33630247,3.29,0.83
33630997,3.29,0.83
33631751,3.29,0.84
33632503,3.30,0.83
33633254,3.29,0.83
33634004,3.30,0.83
33634758,3.29,0.83
33635508,3.29,0.84
33636336,3.29,0.83
33637387,3.30,0.83
33638141,0.01,0.49
33638891,0.01,0.21
33639645,0.01,0.10
33640397,0.01,0.05
33641149,0.01,0.03
33641901,0.01,0.03
33642654,0.01,0.02
33643404,0.02,0.02
33644156,0.01,0.01
33644906,0.01,0.01
33645660,0.01,0.02
33646411,0.01,0.02
33647162,0.01,0.01
33647912,0.01,0.01
33648666,0.01,0.01
33649417,0.01,0.01
33650170,0.01,0.02
33650923,0.01,0.01
33651673,0.01,0.01
33652427,0.02,0.02
33653178,0.01,0.02
33653929,0.02,0.01
33654683,0.01,0.01
33655438,0.01,0.01
33656188,0.01,0.01
33656939,0.01,0.01
33657689,0.01,0.01
33658441,0.01,0.01
33659194,0.01,0.02
33659945,0.01,0.01
33660696,0.01,0.01
33661449,0.01,0.01
33662200,0.01,0.01
33662956,3.29,0.26
33663707,3.29,0.58
33664459,3.30,0.72
33665210,3.30,0.78
33665960,3.30,0.81
33666711,3.29,0.82
33667465,3.30,0.83
33668217,3.30,0.83
33668970,3.30,0.83
33669724,3.29,0.83
33670476,3.30,0.83
33671230,3.29,0.84
33672224,3.29,0.83
33672974,3.30,0.83
33673729,3.29,0.83
33674482,3.30,0.83
33675236,3.30,0.83
33675987,3.29,0.83
33676739,3.30,0.83
33677490,3.29,0.83
33678241,3.30,0.83
33678991,3.30,0.83
33679745,3.29,0.83
33680497,3.29,0.83
33681251,3.29,0.83
33682004,3.30,0.83
33682756,3.29,0.83
33683509,3.30,0.83
33684263,3.30,0.83
33685013,3.30,0.83
33685767,3.30,0.83
33686519,3.30,0.83
33687273,3.30,0.84
33688065,0.02,0.30
33689780,0.01,0.06
33691479,0.01,0.03
33693502,0.01,0.02
33695263,0.02,0.02
33697163,0.01,0.02
33698807,0.02,0.01
33700643,0.01,0.01
33702031,0.01,0.01
33703803,0.02,0.01
33704735,0.01,0.01
33705488,0.01,0.01
33706238,0.01,0.01
33706993,0.01,0.01
33707744,0.01,0.01
33708498,0.01,0.01
33709248,0.01,0.01
33710003,0.01,0.01
33710756,0.01,0.01
33711509,0.02,0.01
33712259,0.01,0.01
33713010,0.01,0.01
33713760,3.30,0.40
33714510,3.30,0.66
33715261,3.29,0.75
33716011,3.29,0.79
33716761,3.29,0.81
33717515,3.30,0.82
33718266,3.30,0.83
33719016,3.30,0.83
33719767,3.30,0.83
33720517,3.30,0.83
33721271,3.30,0.83
33722023,3.30,0.83
33722777,3.30,0.83
33723529,3.29,0.83
33724282,3.30,0.84
33725032,3.29,0.83
33725782,3.29,0.83
33726535,3.29,0.83
33727287,3.29,0.84
33728037,3.30,0.83
33728790,3.30,0.83
33729542,3.30,0.83
33730292,3.30,0.84
33731042,3.29,0.83
33731793,3.29,0.83
33732547,3.29,0.83
33733298,3.29,0.84
33734051,3.29,0.83
33734802,3.29,0.83
33735554,3.30,0.83
33736308,3.29,0.83
33737061,3.29,0.82
33737815,3.30,0.83
33738568,0.01,0.56
33739321,0.01,0.24
33740072,0.01,0.12
33740824,0.01,0.06
33741576,0.01,0.04
33742330,0.02,0.02
33743081,0.01,0.02
33743833,0.02,0.01
33744585,0.01,0.02
33745338,0.01,0.02
33746092,0.01,0.01
33746843,0.01,0.02
33747596,0.01,0.01
33748349,0.01,0.01
33749103,0.01,0.01
33749853,0.01,0.01
33750607,0.01,0.01
33751359,0.01,0.01
33752109,0.01,0.01
33752859,0.01,0.02
33753609,0.01,0.01
33754360,0.01,0.01
33755113,0.01,0.01
33755865,0.01,0.01
33756622,0.01,0.01
33757376,0.01,0.01
33758131,0.01,0.01
33758883,0.01,0.01
33759636,0.01,0.01
33760389,0.01,0.01
33761143,0.01,0.01
33761894,0.01,0.01
33762646,0.01,0.01
33763399,0.01,0.01
33764153,3.29,0.37
33764905,3.29,0.64
33765659,3.29,0.74
33766410,3.30,0.79
33767164,3.30,0.81
33767917,3.29,0.82
33768669,3.30,0.83
33769422,3.30,0.83
33770175,3.30,0.83
33770926,3.30,0.83
33771713,3.29,0.83
33772648,3.30,0.83
33773398,3.30,0.82
33774151,3.30,0.83
33774905,3.30,0.83
33775657,3.30,0.83
33776407,3.29,0.83
33777161,3.30,0.83
33777913,3.29,0.83
33778667,3.30,0.84
33779417,3.30,0.83
33780168,3.29,0.83
33780919,3.30,0.83
33781673,3.29,0.83
33782424,3.30,0.84
33783177,3.30,0.83
33783930,3.29,0.84
33784684,3.30,0.83
33785434,3.30,0.83
33786185,3.30,0.83
33786940,3.29,0.83
33787692,3.29,0.83
33788446,3.29,0.83
33789200,0.01,0.45
33789952,0.01,0.20
33790706,0.01,0.09
33791456,0.01,0.05
33792206,0.01,0.03
33793037,0.01,0.02
33794072,0.01,0.02
33794904,0.01,0.01
33795804,0.01,0.01
33796557,0.01,0.02
33797307,0.01,0.01
33798057,0.01,0.01
33798808,0.01,0.01
33799559,0.01,0.01
33800313,0.01,0.01
33801066,0.02,0.01
33801819,0.01,0.01
33802572,0.01,0.01
33803322,0.01,0.01
33804075,0.01,0.01
33804829,0.01,0.01
33805581,0.01,0.01
33806333,0.01,0.01
33807084,0.01,0.01
33807834,0.01,0.01
33808585,0.02,0.01
33809339,0.01,0.01
33810093,0.01,0.01
33810845,0.01,0.01
33811597,0.01,0.01
33812352,0.01,0.01
33813106,0.01,0.01
33813860,0.01,0.01
33814611,3.29,0.39
33815365,3.29,0.66
33816115,3.30,0.75
33816869,3.30,0.79
33817620,3.30,0.81
33818372,3.30,0.82
33819126,3.30,0.83
33819877,3.29,0.83
33820630,3.29,0.83
33821382,3.29,0.83
33822137,3.29,0.83
33822889,3.30,0.83
33823642,3.30,0.83
33824393,3.30,0.83
33825147,3.30,0.83
33825897,3.30,0.83
33826651,3.29,0.83
33827401,3.29,0.83
33828151,3.29,0.83
33828901,3.30,0.84
33829654,3.29,0.83
33830405,3.29,0.83
33831158,3.30,0.83
33831911,3.29,0.83
33832665,3.30,0.83
33833415,3.30,0.83
33834169,3.30,0.83
33834922,3.30,0.84
33835675,3.30,0.83
33836425,3.30,0.83
33837175,3.30,0.83
33837928,3.30,0.83
33838681,3.29,0.83
33839434,0.01,0.56
33840186,0.01,0.24
33840939,0.01,0.11
33841690,0.01,0.06
33842442,0.01,0.04
33843193,0.01,0.03
33843944,0.01,0.02
33844698,0.02,0.01
33845448,0.01,0.02
33846203,0.01,0.02
33846955,0.01,0.01
33847705,0.01,0.01
33848455,0.01,0.01
33849206,0.01,0.02
33849956,0.01,0.01
33850710,0.01,0.02
33851463,0.01,0.01
33852213,0.01,0.01
33852967,0.01,0.01
33853721,0.01,0.01
33854475,0.01,0.01
33855227,0.02,0.01
33855980,0.01,0.01
33856730,0.01,0.01
33857481,0.01,0.01
33858232,0.01,0.01
33858986,0.02,0.01
33859736,0.01,0.01
33860490,0.01,0.01
33861242,0.01,0.01
33861992,0.01,0.01
33862747,0.01,0.02
33863498,0.01,0.01
33864251,0.01,0.01
33865003,3.29,0.40
33865757,3.29,0.65
33866507,3.30,0.75
33867260,3.30,0.79
33868012,3.29,0.81
33868765,3.29,0.82
33869515,3.29,0.82
33870268,3.30,0.83
33871022,3.29,0.83
33871776,3.29,0.83
33872529,3.30,0.83
33873280,3.30,0.83
33874032,3.29,0.83
33874784,3.29,0.83
33875536,3.30,0.83
33876288,3.29,0.84
33877038,3.30,0.83
33877791,3.29,0.83
33878541,3.30,0.84
33879294,3.30,0.83
33880044,3.29,0.83
33880797,3.30,0.83
33881552,3.30,0.83
33882304,3.30,0.84
33883054,3.29,0.83
33883807,3.30,0.83
33884559,3.30,0.83
33885309,3.30,0.84
33886060,3.30,0.83
33886811,3.29,0.83
33887563,3.30,0.84
33888315,3.29,0.84
33889066,3.30,0.84
33889818,0.01,0.55
33890569,0.01,0.23
33891321,0.01,0.11
33892071,0.01,0.06
33892824,0.01,0.04
33893578,0.01,0.03
33894332,0.01,0.02
33895086,0.01,0.02
33895840,0.01,0.02
33896591,0.01,0.01
33897342,0.01,0.01
33898092,0.01,0.01
33898843,0.01,0.01
33899594,0.01,0.01
33900346,0.01,0.01
33901098,0.01,0.01
33901851,0.01,0.01
33902602,0.01,0.01
33903354,0.01,0.01
33904109,0.01,0.01
33904859,0.01,0.01
33905612,0.01,0.01
33906362,0.01,0.01
33907115,0.01,0.01
33907865,0.01,0.01
33908620,0.01,0.01
33909370,0.01,0.01
33910124,0.01,0.01
33910876,0.01,0.01
33911628,0.01,0.01
33912382,0.01,0.01
33913136,0.01,0.01
33913886,0.01,0.01
33914645,0.01,0.01
33915395,3.29,0.42
33916148,3.29,0.65
33916899,3.30,0.75
33917652,3.29,0.79
33918404,3.29,0.81
33919157,3.29,0.82
33919909,3.29,0.83
33920661,3.30,0.83
33921413,3.30,0.83
33922164,3.30,0.83
33922916,3.29,0.83
33923669,3.30,0.83
33924423,3.29,0.83
33925174,3.30,0.83
33925927,3.29,0.84
33926680,3.29,0.83
33927430,3.29,0.83
33928181,3.30,0.83
33928933,3.30,0.83
33929683,3.30,0.84
33930936,3.30,0.83
33931690,3.30,0.83
33932444,3.29,0.83
33933196,3.30,0.83
33933949,3.29,0.84
33934704,3.30,0.83
33935456,3.30,0.83
33936211,3.30,0.83
33936963,3.30,0.83
33937814,3.30,0.83
33938660,3.29,0.83
33939446,3.30,0.84
33940372,0.02,0.52
33941124,0.01,0.25
33941876,0.01,0.12
33942630,0.01,0.06
33943384,0.01,0.04
33944138,0.01,0.03
33944892,0.01,0.02
33945651,0.01,0.01
33946404,0.01,0.02
33947154,0.01,0.01
33947905,0.02,0.02
33948658,0.01,0.01
33949409,0.01,0.01
33950163,0.01,0.01
33950916,0.01,0.01
33951669,0.01,0.02
33952421,0.01,0.01
33953173,0.01,0.01
33953927,0.01,0.01
33954677,0.02,0.01
33955431,0.01,0.02
33956182,0.01,0.01
33956932,0.02,0.01
33957683,0.01,0.01
33958434,0.01,0.01
33959186,0.01,0.01
33959936,0.01,0.01
33960689,0.01,0.01
33961442,0.02,0.01
33962192,0.01,0.01
33962942,0.01,0.02
33963696,0.01,0.01
33964450,0.01,0.01
33965200,0.01,0.01
33965951,3.29,0.38
33966705,3.29,0.64
33967459,3.30,0.74
33968210,3.30,0.79
33968965,3.29,0.81
33969716,3.29,0.82
33970468,3.30,0.82
33971221,3.29,0.83
33971974,3.30,0.83
33972728,3.30,0.83
33973479,3.29,0.83
33974229,3.30,0.83
33974983,3.30,0.83
33975737,3.30,0.83
33976491,3.30,0.83
33977242,3.30,0.83
33977992,3.30,0.83
33978746,3.30,0.83
33979498,3.29,0.83
33980250,3.29,0.84
33981004,3.30,0.83
33981756,3.30,0.83
33982508,3.30,0.83
33983261,3.30,0.84
33984011,3.30,0.83
33984761,3.30,0.84
33985513,3.30,0.83
33986266,3.29,0.83
33987017,3.30,0.83
33987768,3.29,0.84
33988518,3.29,0.83
33989268,3.30,0.83
33990023,3.29,0.84
33990776,0.01,0.57
33991528,0.01,0.25
33992280,0.01,0.12
33993032,0.02,0.06
33993785,0.01,0.03
33994539,0.01,0.02
33995293,0.01,0.02
33996044,0.01,0.02
33996798,0.01,0.02
33997549,0.01,0.02
33998302,0.01,0.01
33999054,0.01,0.02
33999807,0.01,0.01
34000558,0.01,0.01
34001311,0.01,0.01
34002064,0.01,0.01
34002817,0.02,0.01
34003570,0.01,0.01
34004322,0.01,0.01
34005074,0.01,0.01
34005827,0.01,0.01
34006578,0.01,0.01
34007330,0.01,0.01
34008081,0.01,0.01
34008834,0.01,0.01
34009587,0.01,0.02
34010337,0.01,0.01
34011087,0.01,0.01
34011840,0.01,0.01
34012590,0.02,0.01
34013343,0.02,0.01
34014097,0.01,0.01
34014848,0.01,0.01
34015600,0.01,0.01
34016352,3.30,0.41
34017102,3.29,0.65
34017854,3.30,0.75
34018607,3.30,0.79
34019360,3.30,0.81
34020113,3.29,0.82
34020865,3.30,0.82
34021618,3.29,0.83
